accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.5302066802978516,0.5396673083305359,0.8228060007095337,0.39823007583618164,0.6325163245201111,0.7725511193275452,0.001500000013038516
0.5945945978164673,0.6301091313362122,0.723107635974884,0.45132744312286377,0.7169934511184692,0.7544658184051514,0.001500000013038516
0.6486486196517944,0.7035014033317566,0.6728198528289795,0.5796459913253784,0.7525734901428223,0.7149522304534912,0.001500000013038516
0.6796502470970154,0.7463306784629822,0.6410204172134399,0.6681416034698486,0.7774101495742798,0.6736765503883362,0.001500000013038516
0.7019078135490417,0.7753708362579346,0.6137818694114685,0.6991150379180908,0.7876225709915161,0.6361991167068481,0.001500000013038516
0.7281398773193359,0.8012086749076843,0.583757758140564,0.7256637215614319,0.8120098114013672,0.6125953197479248,0.001500000013038516
0.7408584952354431,0.8184249997138977,0.5641274452209473,0.7256637215614319,0.7991013526916504,0.6166092753410339,0.001500000013038516
0.7615262269973755,0.8318803906440735,0.5524958968162537,0.7433628439903259,0.8117647171020508,0.6219193339347839,0.001500000013038516
0.7678855061531067,0.841199517250061,0.5389330983161926,0.730088472366333,0.8160130381584167,0.6090114712715149,0.001500000013038516
0.7583465576171875,0.8418527841567993,0.5340539813041687,0.76106196641922,0.8259395360946655,0.6003491282463074,0.001500000013038516
0.7758346796035767,0.8529854416847229,0.5198054909706116,0.747787594795227,0.8203839659690857,0.6012800931930542,0.001500000013038516
0.7988871335983276,0.8704014420509338,0.4927583932876587,0.730088472366333,0.8125000596046448,0.6110395193099976,0.001500000013038516
0.7861685156822205,0.8633103966712952,0.5011282563209534,0.7566371560096741,0.8129902482032776,0.6082053184509277,0.001500000013038516
0.8004769682884216,0.8821039795875549,0.4712676405906677,0.7433628439903259,0.816339910030365,0.6249634027481079,0.001500000013038516
0.8124006390571594,0.877304196357727,0.4842119812965393,0.7566371560096741,0.8270424008369446,0.606045663356781,0.001500000013038516
0.8028616905212402,0.8862137794494629,0.4636557400226593,0.7433628439903259,0.8150734901428223,0.6207311749458313,0.001500000013038516
0.8203497529029846,0.8916694521903992,0.4525216221809387,0.73893803358078,0.8186274170875549,0.632095217704773,0.001500000013038516
0.8235294222831726,0.8893845081329346,0.46049416065216064,0.7345132827758789,0.808169960975647,0.6504887938499451,0.001500000013038516
0.816375195980072,0.8995200395584106,0.440320760011673,0.747787594795227,0.8158904910087585,0.6419078707695007,0.001500000013038516
0.8338632583618164,0.9147055149078369,0.41774168610572815,0.7256637215614319,0.8029412031173706,0.6652204394340515,0.001500000013038516
0.8314785361289978,0.9077674150466919,0.4272284209728241,0.721238911151886,0.8100489974021912,0.633022665977478,0.001500000013038516
0.8290938138961792,0.9100990891456604,0.422681987285614,0.7123894095420837,0.8159722089767456,0.6473720669746399,0.001500000013038516
0.8465818762779236,0.9213529825210571,0.3960953950881958,0.721238911151886,0.8083741664886475,0.6604833602905273,0.001500000013038516
0.8314785361289978,0.9157607555389404,0.4125329256057739,0.7079645991325378,0.8075979948043823,0.6682012677192688,0.001500000013038516
0.8545309901237488,0.9244112968444824,0.3905046880245209,0.7035398483276367,0.8033088445663452,0.6861280202865601,0.001500000013038516
0.8537361025810242,0.9178699254989624,0.40674087405204773,0.730088472366333,0.8140114545822144,0.6405996084213257,0.001500000013038516
0.842607319355011,0.9271953105926514,0.3880338966846466,0.730088472366333,0.8075571656227112,0.6761682629585266,0.001500000013038516
0.8513513803482056,0.9269387722015381,0.3865465223789215,0.7079645991325378,0.7951388955116272,0.6947028040885925,0.001500000013038516
0.86883944272995,0.9429495334625244,0.34791770577430725,0.7035398483276367,0.7912989854812622,0.7064642906188965,0.001500000013038516
0.862480103969574,0.9325790405273438,0.37407076358795166,0.7079645991325378,0.7956699132919312,0.6992068886756897,0.001500000013038516
0.8736088871955872,0.9397344589233398,0.35999614000320435,0.7079645991325378,0.7959150075912476,0.695784866809845,0.00044999999227002263
0.8799682259559631,0.9470074772834778,0.33787137269973755,0.7035398483276367,0.7965686917304993,0.7094171047210693,0.00044999999227002263
0.8736088871955872,0.9450347423553467,0.34135180711746216,0.7035398483276367,0.7964051961898804,0.7107293009757996,0.00044999999227002263
0.8751987218856812,0.9407808780670166,0.35100582242012024,0.6991150379180908,0.7948120832443237,0.7106500864028931,0.00044999999227002263
0.8823529481887817,0.9551601409912109,0.31199318170547485,0.7035398483276367,0.794485330581665,0.7191377282142639,0.00044999999227002263
0.8910969495773315,0.955968976020813,0.31150004267692566,0.6991150379180908,0.7972630262374878,0.7340679168701172,0.00044999999227002263
0.8744038343429565,0.9506218433380127,0.3276003897190094,0.7035398483276367,0.7966094017028809,0.7287629246711731,0.00044999999227002263
0.8982511758804321,0.966170072555542,0.27813273668289185,0.7035398483276367,0.7958741784095764,0.745918333530426,0.00044999999227002263
0.8815580010414124,0.9507773518562317,0.32550469040870667,0.7079645991325378,0.7980800271034241,0.745006263256073,0.00044999999227002263
0.9014308452606201,0.9591851830482483,0.2996813654899597,0.7035398483276367,0.7966911196708679,0.7549132704734802,0.00044999999227002263
0.8918918967247009,0.958466112613678,0.30280008912086487,0.6946902871131897,0.7901961207389832,0.7580996751785278,0.00044999999227002263
0.9038155674934387,0.9670964479446411,0.2751251459121704,0.7168141603469849,0.7901143431663513,0.7719340920448303,0.00044999999227002263
0.8887122273445129,0.9591042995452881,0.3000718057155609,0.7035398483276367,0.7904003858566284,0.7860066890716553,0.00044999999227002263
0.8950715661048889,0.9592193365097046,0.3028634190559387,0.6991150379180908,0.7852123975753784,0.8127772212028503,0.00044999999227002263
0.9022257328033447,0.9607560634613037,0.2915162742137909,0.6991150379180908,0.7843137383460999,0.8035078048706055,0.00044999999227002263
0.9006359577178955,0.9603428244590759,0.2973066568374634,0.6902654767036438,0.7852123975753784,0.8010545372962952,0.00013499999477062374
0.8982511758804321,0.9632672071456909,0.28804630041122437,0.6814159154891968,0.7842320203781128,0.793027400970459,0.00013499999477062374
0.8958664536476135,0.9667842984199524,0.27521437406539917,0.6858407258987427,0.7861519455909729,0.8058682084083557,0.00013499999477062374
0.8990461230278015,0.9579100608825684,0.3015444278717041,0.6858407258987427,0.7821487188339233,0.8235463500022888,0.00013499999477062374
0.8974562883377075,0.964225172996521,0.28384900093078613,0.6902654767036438,0.7822713255882263,0.8182170987129211,0.00013499999477062374
